State.Name,City.Name,County.Name,Latitude,Longitude,Parameter.Name,Units.of.Measure,Metric.Used,Sample.Duration,Observation.Count
New York, ,Franklin,  44.980576999999997, -74.695004999999995,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,6952
New York, ,Franklin,  44.980576999999997, -74.695004999999995,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,2779
New York, ,Franklin,  44.980576999999997, -74.695004999999995,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,3421
New York, ,Hamilton,  43.449570000000001, -74.516249999999999,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6083
New York, ,Herkimer,  43.685780000000001, -74.985380000000006,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6117
New York, ,Jefferson,  44.087470000000003, -75.973159999999993,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6145
New York,New York,Kings,  40.719610000000003, -73.947710000000001,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,114
New York,New York,Kings,  40.719610000000003, -73.947710000000001,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,114
New York,Rochester,Monroe,  43.146180000000001, -77.548169999999999,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6084
New York,Rochester,Monroe,  43.146180000000001, -77.548169999999999,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,117
New York,Rochester,Monroe,  43.146180000000001, -77.548169999999999,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,117
New York,New York,New York,  40.799700000000001, -73.934320000000000,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,113
New York,New York,New York,  40.799700000000001, -73.934320000000000,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,113
New York,New York,New York,  40.799700000000001, -73.934320000000000,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,116
New York,New York,New York,  40.799700000000001, -73.934320000000000,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,116
New York,New York,New York,  40.729999999999997, -73.983999999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,113
New York,New York,New York,  40.729999999999997, -73.983999999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,113
New York,New York,New York,  40.714359999999999, -73.995180000000005,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,104
New York,New York,New York,  40.714359999999999, -73.995180000000005,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,104
New York,New York,New York,  40.819760000000002, -73.948250000000002,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6075
New York,Middleport,Niagara,  43.223860000000002, -78.478880000000004,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,3882
New York,Niagara Falls,Niagara,  43.082180000000001, -79.001059999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,23
New York,Niagara Falls,Niagara,  43.082180000000001, -79.001059999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,23
New York,East Syracuse,Onondaga,  43.052349999999997, -76.059209999999993,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,5845
New York,East Syracuse,Onondaga,  43.052349999999997, -76.059209999999993,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,114
New York,East Syracuse,Onondaga,  43.052349999999997, -76.059209999999993,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,114
New York,Newburgh,Orange,  41.499160000000003, -74.008849999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,113
New York,Newburgh,Orange,  41.499160000000003, -74.008849999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,113
New York,Montgomery,Orange,  41.523750000000000, -74.215339999999998,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,5839
New York,Fulton,Oswego,  43.284280000000003, -76.463239999999999,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6138
New York, ,Putnam,  41.455889999999997, -73.709770000000006,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6026
New York,New York,Queens,  40.736139999999999, -73.821529999999996,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,8429
New York,New York,Queens,  40.736139999999999, -73.821529999999996,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,5944
New York,New York,Queens,  40.736139999999999, -73.821529999999996,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,333
New York,New York,Queens,  40.736139999999999, -73.821529999999996,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,333
New York,New York,Richmond,  40.633069999999996, -74.137190000000004,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,104
New York,New York,Richmond,  40.633069999999996, -74.137190000000004,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,104
New York,New York,Richmond,  40.596640000000001, -74.125249999999994,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,5307
New York, ,Rockland,  41.182079999999999, -74.028189999999995,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6154
New York, ,Saratoga,  43.012090000000001, -73.648899999999998,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6133
New York, ,Steuben,  42.091419999999999, -77.209779999999995,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,5477
New York, ,Steuben,  42.091419999999999, -77.209779999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,105
New York, ,Steuben,  42.091419999999999, -77.209779999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,105
New York,East Farmingdale,Suffolk,  40.745289999999997, -73.419190000000000,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6104
New York,East Farmingdale,Suffolk,  40.745289999999997, -73.419190000000000,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,117
New York,East Farmingdale,Suffolk,  40.745289999999997, -73.419190000000000,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,117
New York,Riverhead,Suffolk,  40.960780000000000, -72.712379999999996,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,4066
New York,Holtsville,Suffolk,  40.827990000000000, -73.057540000000003,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,5895
New York, ,Tompkins,  42.400599999999997, -76.653800000000004,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6014
New York, ,Wayne,  43.230860000000000, -77.171360000000007,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,5161
New York,White Plains,Westchester,  41.051920000000003, -73.763660000000002,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6157
Pennsylvania, ,Adams,  39.920020000000001, -77.309680000000000,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,8204
Pennsylvania, ,Adams,  39.920020000000001, -77.309680000000000,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,339
Pennsylvania, ,Adams,  39.920020000000001, -77.309680000000000,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,339
Pennsylvania, ,Adams,  39.923099999999998, -77.307800000000000,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,5993
Pennsylvania,Avalon,Allegheny,  40.499766999999999, -80.071337000000000,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,112
Pennsylvania,Avalon,Allegheny,  40.499766999999999, -80.071337000000000,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,112
Pennsylvania,Pittsburgh,Allegheny,  40.465420000000002, -79.960757000000001,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,8691
Pennsylvania,Pittsburgh,Allegheny,  40.465420000000002, -79.960757000000001,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6163
Pennsylvania,Pittsburgh,Allegheny,  40.465420000000002, -79.960757000000001,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,360
Pennsylvania,Pittsburgh,Allegheny,  40.465420000000002, -79.960757000000001,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,360
Pennsylvania,Pittsburgh,Allegheny,  40.465420000000002, -79.960757000000001,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,58
Pennsylvania,Pittsburgh,Allegheny,  40.465420000000002, -79.960757000000001,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,58
Pennsylvania,Pittsburgh,Allegheny,  40.445577000000000, -80.016154999999998,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,8503
Pennsylvania,Pittsburgh,Allegheny,  40.445577000000000, -80.016154999999998,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,5805
Pennsylvania,Liberty,Allegheny,  40.323768000000001, -79.868061999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,357
Pennsylvania,Liberty,Allegheny,  40.323768000000001, -79.868061999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,357
Pennsylvania,Liberty,Allegheny,  40.323768000000001, -79.868061999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,59
Pennsylvania,Liberty,Allegheny,  40.323768000000001, -79.868061999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,59
Pennsylvania,McDonald,Allegheny,  40.375644000000001, -80.169943000000004,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,5126
Pennsylvania,McDonald,Allegheny,  40.375644000000001, -80.169943000000004,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,112
Pennsylvania,McDonald,Allegheny,  40.375644000000001, -80.169943000000004,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,112
Pennsylvania,McCandless Township,Allegheny,  40.606623999999996, -80.021669000000003,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,57
Pennsylvania,McCandless Township,Allegheny,  40.606623999999996, -80.021669000000003,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,57
Pennsylvania,Harrison Township,Allegheny,  40.613948999999998, -79.729410000000001,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,8707
Pennsylvania,Harrison Township,Allegheny,  40.613948999999998, -79.729410000000001,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6071
Pennsylvania,Harrison Township,Allegheny,  40.617488000000002, -79.727664000000004,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,117
Pennsylvania,Harrison Township,Allegheny,  40.617488000000002, -79.727664000000004,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,117
Pennsylvania,North Braddock,Allegheny,  40.402327999999997, -79.860973000000001,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,111
Pennsylvania,North Braddock,Allegheny,  40.402327999999997, -79.860973000000001,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,111
Pennsylvania,Clairton,Allegheny,  40.294341000000003, -79.885330999999994,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,58
Pennsylvania,Clairton,Allegheny,  40.294341000000003, -79.885330999999994,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,58
Pennsylvania,Kittanning,Armstrong,  40.814183000000000, -79.564750000000004,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6044
Pennsylvania,Kittanning,Armstrong,  40.814183000000000, -79.564750000000004,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,342
Pennsylvania,Kittanning,Armstrong,  40.814183000000000, -79.564750000000004,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,342
Pennsylvania, ,Beaver,  40.562519999999999, -80.503947999999994,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,5739
Pennsylvania, ,Beaver,  40.684722000000001, -80.359722000000005,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6030
Pennsylvania,Beaver Falls,Beaver,  40.747796000000001, -80.316441999999995,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,8273
Pennsylvania,Beaver Falls,Beaver,  40.747796000000001, -80.316441999999995,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,5701
Pennsylvania,Beaver Falls,Beaver,  40.747796000000001, -80.316441999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,358
Pennsylvania,Beaver Falls,Beaver,  40.747796000000001, -80.316441999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,358
Pennsylvania,Beaver Falls,Beaver,  40.747796000000001, -80.316441999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,337
Pennsylvania,Beaver Falls,Beaver,  40.747796000000001, -80.316441999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,337
Pennsylvania, ,Berks,  40.514080000000000, -75.789721000000000,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6191
Pennsylvania, ,Berks,  40.383350000000000, -75.968599999999995,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,8482
Pennsylvania, ,Berks,  40.383350000000000, -75.968599999999995,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6167
Pennsylvania, ,Berks,  40.383350000000000, -75.968599999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,310
Pennsylvania, ,Berks,  40.383350000000000, -75.968599999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,310
Pennsylvania, ,Berks,  40.383350000000000, -75.968599999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,360
Pennsylvania, ,Berks,  40.383350000000000, -75.968599999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,360
Pennsylvania,Altoona,Blair,  40.535277999999998, -78.370833000000005,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6198
Pennsylvania,Altoona,Blair,  40.535277999999998, -78.370833000000005,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,346
Pennsylvania,Altoona,Blair,  40.535277999999998, -78.370833000000005,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,346
Pennsylvania, ,Bradford,  41.705226000000003, -76.512726000000001,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,6736
Pennsylvania, ,Bradford,  41.705226000000003, -76.512726000000001,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,5190
Pennsylvania,Bristol,Bucks,  40.107222000000000, -74.882221999999999,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,8170
Pennsylvania,Bristol,Bucks,  40.107222000000000, -74.882221999999999,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6061
Pennsylvania,Bristol,Bucks,  40.107222000000000, -74.882221999999999,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,320
Pennsylvania,Bristol,Bucks,  40.107222000000000, -74.882221999999999,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,320
Pennsylvania,Bristol,Bucks,  40.107222000000000, -74.882221999999999,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,330
Pennsylvania,Bristol,Bucks,  40.107222000000000, -74.882221999999999,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,330
Pennsylvania,Johnstown,Cambria,  40.309722000000001, -78.915000000000006,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,8292
Pennsylvania,Johnstown,Cambria,  40.309722000000001, -78.915000000000006,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6176
Pennsylvania,Johnstown,Cambria,  40.309722000000001, -78.915000000000006,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,345
Pennsylvania,Johnstown,Cambria,  40.309722000000001, -78.915000000000006,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,345
Pennsylvania,State College,Centre,  40.811388999999998, -77.877027999999996,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,8210
Pennsylvania,State College,Centre,  40.811388999999998, -77.877027999999996,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6179
Pennsylvania,State College,Centre,  40.811388999999998, -77.877027999999996,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,286
Pennsylvania,State College,Centre,  40.811388999999998, -77.877027999999996,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,286
Pennsylvania,State College,Centre,  40.811388999999998, -77.877027999999996,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,344
Pennsylvania,State College,Centre,  40.811388999999998, -77.877027999999996,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,344
Pennsylvania, ,Centre,  40.720799999999997, -77.931899999999999,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6136
Pennsylvania, ,Chester,  39.834460999999997, -75.768242000000001,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6118
Pennsylvania, ,Chester,  39.834460999999997, -75.768242000000001,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,327
Pennsylvania, ,Chester,  39.834460999999997, -75.768242000000001,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,327
Pennsylvania, ,Chester,  39.834460999999997, -75.768242000000001,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,297
Pennsylvania, ,Chester,  39.834460999999997, -75.768242000000001,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,297
Pennsylvania, ,Clearfield,  41.117500000000000, -78.526194000000004,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,5878
Pennsylvania,Carlisle,Cumberland,  40.246527999999998, -77.186750000000004,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,306
Pennsylvania,Carlisle,Cumberland,  40.246527999999998, -77.186750000000004,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,306
Pennsylvania,Carlisle,Cumberland,  40.246527999999998, -77.186750000000004,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,347
Pennsylvania,Carlisle,Cumberland,  40.246527999999998, -77.186750000000004,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,347
Pennsylvania, ,Dauphin,  40.246991999999999, -76.846987999999996,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,4524
Pennsylvania, ,Dauphin,  40.246991999999999, -76.846987999999996,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,242
Pennsylvania, ,Dauphin,  40.246991999999999, -76.846987999999996,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,242
Pennsylvania, ,Dauphin,  40.246991999999999, -76.846987999999996,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,215
Pennsylvania, ,Dauphin,  40.246991999999999, -76.846987999999996,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,215
Pennsylvania,Hershey,Dauphin,  40.272221999999999, -76.681388999999996,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,5625
Pennsylvania,Chester,Delaware,  39.835555999999997, -75.372500000000002,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,7796
Pennsylvania,Chester,Delaware,  39.835555999999997, -75.372500000000002,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6136
Pennsylvania,Chester,Delaware,  39.835555999999997, -75.372500000000002,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,56
Pennsylvania,Chester,Delaware,  39.835555999999997, -75.372500000000002,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,56
Pennsylvania,Chester,Delaware,  39.835555999999997, -75.372500000000002,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,336
Pennsylvania,Chester,Delaware,  39.835555999999997, -75.372500000000002,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,336
