State.Name,City.Name,County.Name,Latitude,Longitude,Parameter.Name,Units.of.Measure,Metric.Used,Sample.Duration,Observation.Count
Pennsylvania, ,Elk,  41.598118999999997, -78.767866999999995,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6133
Pennsylvania,Erie,Erie,  42.141750000000002, -80.038611000000003,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,8336
Pennsylvania,Erie,Erie,  42.141750000000002, -80.038611000000003,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6051
Pennsylvania,Erie,Erie,  42.141750000000002, -80.038611000000003,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,348
Pennsylvania,Erie,Erie,  42.141750000000002, -80.038611000000003,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,348
Pennsylvania, ,Franklin,  39.961111000000002, -77.475555999999997,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,5877
Pennsylvania, ,Greene,  39.809330000000003, -80.265670000000000,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,5795
Pennsylvania, ,Indiana,  40.563330000000001, -78.919972000000001,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,5974
Pennsylvania,Blakely,Lackawanna,  41.479115999999998, -75.578186000000002,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,5997
Pennsylvania,Scranton,Lackawanna,  41.442777999999997, -75.623056000000005,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,8431
Pennsylvania,Scranton,Lackawanna,  41.442777999999997, -75.623056000000005,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6062
Pennsylvania,Scranton,Lackawanna,  41.442777999999997, -75.623056000000005,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,334
Pennsylvania,Scranton,Lackawanna,  41.442777999999997, -75.623056000000005,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,334
Pennsylvania,Lancaster,Lancaster,  40.046666999999999, -76.283332999999999,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,8224
Pennsylvania,Lancaster,Lancaster,  40.046666999999999, -76.283332999999999,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6157
Pennsylvania,Lancaster,Lancaster,  40.046666999999999, -76.283332999999999,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,361
Pennsylvania,Lancaster,Lancaster,  40.046666999999999, -76.283332999999999,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,361
Pennsylvania,Lancaster,Lancaster,  40.046666999999999, -76.283332999999999,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,59
Pennsylvania,Lancaster,Lancaster,  40.046666999999999, -76.283332999999999,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,59
Pennsylvania,Lancaster,Lancaster,  40.046666999999999, -76.283332999999999,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,361
Pennsylvania,Lancaster,Lancaster,  40.046666999999999, -76.283332999999999,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,361
Pennsylvania, ,Lancaster,  40.043832999999999, -76.112399999999994,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6148
Pennsylvania,New Castle,Lawrence,  40.995848000000002, -80.346441999999996,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6149
Pennsylvania, ,Lebanon,  40.337327999999999, -76.383447000000004,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6168
Pennsylvania, ,Lebanon,  40.337327999999999, -76.383447000000004,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,342
Pennsylvania, ,Lebanon,  40.337327999999999, -76.383447000000004,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,342
Pennsylvania,Allentown,Lehigh,  40.611944000000001, -75.432500000000005,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6109
Pennsylvania,Nanticoke,Luzerne,  41.209167000000001, -76.003332999999998,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6184
Pennsylvania,Wilkes-Barre,Luzerne,  41.265555999999997, -75.846389000000002,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6025
Pennsylvania,Montoursville,Lycoming,  41.250799999999998, -76.923800000000000,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6091
Pennsylvania,Farrell,Mercer,  41.215013999999996, -80.484779000000003,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,5745
Pennsylvania,Farrell,Mercer,  41.215013999999996, -80.484779000000003,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,303
Pennsylvania,Farrell,Mercer,  41.215013999999996, -80.484779000000003,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,303
Pennsylvania,Farrell,Mercer,  41.215013999999996, -80.484779000000003,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,211
Pennsylvania,Farrell,Mercer,  41.215013999999996, -80.484779000000003,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,211
Pennsylvania, ,Mercer,  41.427100000000003, -80.145099999999999,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,5957
Pennsylvania, ,Monroe,  41.083060000000003, -75.323279999999997,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6182
Pennsylvania, ,Monroe,  41.083060000000003, -75.323279999999997,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,342
Pennsylvania, ,Monroe,  41.083060000000003, -75.323279999999997,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,342
Pennsylvania,Norristown,Montgomery,  40.112222000000003, -75.309167000000002,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6129
Pennsylvania,Norristown,Montgomery,  40.112222000000003, -75.309167000000002,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,312
Pennsylvania,Norristown,Montgomery,  40.112222000000003, -75.309167000000002,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,312
Pennsylvania,Norristown,Montgomery,  40.112222000000003, -75.309167000000002,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,340
Pennsylvania,Norristown,Montgomery,  40.112222000000003, -75.309167000000002,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,340
Pennsylvania,Freemansburg,Northampton,  40.628056000000001, -75.341110999999998,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,8607
Pennsylvania,Freemansburg,Northampton,  40.628056000000001, -75.341110999999998,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,4941
Pennsylvania,Freemansburg,Northampton,  40.628056000000001, -75.341110999999998,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,344
Pennsylvania,Freemansburg,Northampton,  40.628056000000001, -75.341110999999998,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,344
Pennsylvania,Freemansburg,Northampton,  40.628056000000001, -75.341110999999998,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,325
Pennsylvania,Freemansburg,Northampton,  40.628056000000001, -75.341110999999998,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,325
Pennsylvania, ,Northampton,  40.645888999999997, -75.404397000000003,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,349
Pennsylvania, ,Northampton,  40.645888999999997, -75.404397000000003,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,349
Pennsylvania,Wilson,Northampton,  40.692224000000003, -75.237155999999999,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,4763
Pennsylvania, ,Perry,  40.456944000000000, -77.165555999999995,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,8197
Pennsylvania, ,Perry,  40.456944000000000, -77.165555999999995,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6163
Pennsylvania,Philadelphia,Philadelphia,  40.008889000000003, -75.097780000000000,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,7899
Pennsylvania,Philadelphia,Philadelphia,  40.008889000000003, -75.097780000000000,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6164
Pennsylvania,Philadelphia,Philadelphia,  40.008889000000003, -75.097780000000000,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,223
Pennsylvania,Philadelphia,Philadelphia,  40.008889000000003, -75.097780000000000,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,223
Pennsylvania,Philadelphia,Philadelphia,  40.076388999999999, -75.011944000000000,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,5841
Pennsylvania,Philadelphia,Philadelphia,  39.944651000000000, -75.165205999999998,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,8349
Pennsylvania,Philadelphia,Philadelphia,  39.944651000000000, -75.165205999999998,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,166
Pennsylvania,Philadelphia,Philadelphia,  39.944651000000000, -75.165205999999998,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,166
Pennsylvania,Philadelphia,Philadelphia,  39.944651000000000, -75.165205999999998,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,251
Pennsylvania,Philadelphia,Philadelphia,  39.944651000000000, -75.165205999999998,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,251
Pennsylvania,Philadelphia,Philadelphia,  39.944651000000000, -75.165205999999998,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,83
Pennsylvania,Philadelphia,Philadelphia,  39.944651000000000, -75.165205999999998,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,83
Pennsylvania,Philadelphia,Philadelphia,  39.991388999999998, -75.080832999999998,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,1232
Pennsylvania,Philadelphia,Philadelphia,  39.991388999999998, -75.080832999999998,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,24
Pennsylvania,Philadelphia,Philadelphia,  39.991388999999998, -75.080832999999998,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,24
Pennsylvania,Philadelphia,Philadelphia,  39.991388999999998, -75.080832999999998,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,73
Pennsylvania,Philadelphia,Philadelphia,  39.991388999999998, -75.080832999999998,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,73
Pennsylvania,Philadelphia,Philadelphia,  39.922866999999997, -75.186920999999998,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,87
Pennsylvania,Philadelphia,Philadelphia,  39.922866999999997, -75.186920999999998,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,87
Pennsylvania,Philadelphia,Philadelphia,  39.922866999999997, -75.186920999999998,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,213
Pennsylvania,Philadelphia,Philadelphia,  39.922866999999997, -75.186920999999998,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,213
Pennsylvania,Philadelphia,Philadelphia,  39.960048000000000, -75.142613999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,117
Pennsylvania,Philadelphia,Philadelphia,  39.960048000000000, -75.142613999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,117
Pennsylvania,Philadelphia,Philadelphia,  39.960048000000000, -75.142613999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,177
Pennsylvania,Philadelphia,Philadelphia,  39.960048000000000, -75.142613999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,177
Pennsylvania,Philadelphia,Philadelphia,  40.035984999999997, -75.002404999999996,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,4515
Pennsylvania,Philadelphia,Philadelphia,  40.035984999999997, -75.002404999999996,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,84
Pennsylvania,Philadelphia,Philadelphia,  40.035984999999997, -75.002404999999996,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,84
Pennsylvania,Philadelphia,Philadelphia,  40.035984999999997, -75.002404999999996,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,256
Pennsylvania,Philadelphia,Philadelphia,  40.035984999999997, -75.002404999999996,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,256
Pennsylvania, ,Somerset,  39.987800000000000, -79.251499999999993,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,5466
Pennsylvania, ,Tioga,  41.644722000000002, -76.939166999999998,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,8452
Pennsylvania, ,Tioga,  41.644722000000002, -76.939166999999998,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,5987
Pennsylvania,Charleroi,Washington,  40.146667000000001, -79.902221999999995,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,8607
Pennsylvania,Charleroi,Washington,  40.146667000000001, -79.902221999999995,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6120
Pennsylvania,Charleroi,Washington,  40.146667000000001, -79.902221999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,346
Pennsylvania,Charleroi,Washington,  40.146667000000001, -79.902221999999995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,346
Pennsylvania,Washington,Washington,  40.170555999999998, -80.261388999999994,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6104
Pennsylvania,Washington,Washington,  40.170555999999998, -80.261388999999994,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,305
Pennsylvania,Washington,Washington,  40.170555999999998, -80.261388999999994,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,305
Pennsylvania,Washington,Washington,  40.170555999999998, -80.261388999999994,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,351
Pennsylvania,Washington,Washington,  40.170555999999998, -80.261388999999994,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,351
Pennsylvania, ,Washington,  40.445278000000002, -80.420833000000002,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6124
Pennsylvania, ,Washington,  40.445278000000002, -80.420833000000002,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,325
Pennsylvania, ,Washington,  40.445278000000002, -80.420833000000002,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,325
Pennsylvania, ,Washington,  40.445278000000002, -80.420833000000002,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,301
Pennsylvania, ,Washington,  40.445278000000002, -80.420833000000002,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,301
Pennsylvania, ,Washington,  40.268962999999999, -80.243994999999998,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,8391
Pennsylvania, ,Washington,  40.268962999999999, -80.243994999999998,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6095
Pennsylvania, ,Washington,  40.268962999999999, -80.243994999999998,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,333
Pennsylvania, ,Washington,  40.268962999999999, -80.243994999999998,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,333
Pennsylvania,Municipality of Murrysville (corp for Murrysville),Westmoreland,  40.428075999999997, -79.692811000000006,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6098
Pennsylvania,Greensburg,Westmoreland,  40.304693999999998, -79.505667000000003,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6098
Pennsylvania,Greensburg,Westmoreland,  40.304693999999998, -79.505667000000003,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,346
Pennsylvania,Greensburg,Westmoreland,  40.304693999999998, -79.505667000000003,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,346
Pennsylvania,Greensburg,Westmoreland,  40.304693999999998, -79.505667000000003,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,261
Pennsylvania,Greensburg,Westmoreland,  40.304693999999998, -79.505667000000003,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,261
Pennsylvania,Greensburg,Westmoreland,  40.304693999999998, -79.505667000000003,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,312
Pennsylvania,Greensburg,Westmoreland,  40.304693999999998, -79.505667000000003,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,312
Pennsylvania,York,York,  39.965277999999998, -76.699444000000000,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,7719
Pennsylvania,York,York,  39.965277999999998, -76.699444000000000,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6166
Pennsylvania,York,York,  39.965277999999998, -76.699444000000000,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,290
Pennsylvania,York,York,  39.965277999999998, -76.699444000000000,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,290
Pennsylvania,York,York,  39.965277999999998, -76.699444000000000,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,53
Pennsylvania,York,York,  39.965277999999998, -76.699444000000000,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,53
Pennsylvania,York,York,  39.965277999999998, -76.699444000000000,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,360
Pennsylvania,York,York,  39.965277999999998, -76.699444000000000,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,360
Pennsylvania, ,York,  39.860970000000002, -76.462055000000007,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6054
Vermont,Bennington,Bennington,  42.887590000000003, -73.249840000000006,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,6113
Vermont,Bennington,Bennington,  42.887590000000003, -73.249840000000006,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,117
Vermont,Bennington,Bennington,  42.887590000000003, -73.249840000000006,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,117
Vermont,Underhill (Town of),Chittenden,  44.528390000000002, -72.868840000000006,Ozone,Parts per million,Daily maximum of 8-hour running average,8-HR RUN AVG BEGIN HOUR,5976
Vermont,Underhill (Town of),Chittenden,  44.528390000000002, -72.868840000000006,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,104
Vermont,Underhill (Town of),Chittenden,  44.528390000000002, -72.868840000000006,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,104
Vermont,Burlington,Chittenden,  44.480277999999998, -73.214444000000000,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,106
Vermont,Burlington,Chittenden,  44.480277999999998, -73.214444000000000,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,106
Vermont,Burlington,Chittenden,  44.480277999999998, -73.214444000000000,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,114
Vermont,Burlington,Chittenden,  44.480277999999998, -73.214444000000000,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,114
Vermont,Burlington,Chittenden,  44.476199999999999, -73.210599999999999,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,8287
Vermont,Burlington,Chittenden,  44.476199999999999, -73.210599999999999,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,87
Vermont,Burlington,Chittenden,  44.476199999999999, -73.210599999999999,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,87
Vermont,Rutland,Rutland,  43.608055999999998, -72.982777999999996,Nitrogen dioxide (NO2),Parts per billion,Observed values,1 HOUR,7450
Vermont,Rutland,Rutland,  43.608055999999998, -72.982777999999996,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,115
Vermont,Rutland,Rutland,  43.608055999999998, -72.982777999999996,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,115
Vermont,Rutland,Rutland,  43.608055999999998, -72.982777999999996,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,63
Vermont,Rutland,Rutland,  43.608055999999998, -72.982777999999996,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,63
